agg_level_pseo,state_name,inst_level,institution,degree_level,cip_level,cipcode,grad_cohort,grad_cohort_years,geo_level,geography,ind_level,industry,y1_p25_earnings,y1_p50_earnings,y1_p75_earnings,y1_grads_earn,y5_p25_earnings,y5_p50_earnings,y5_p75_earnings,y5_grads_earn,y10_p25_earnings,y10_p50_earnings,y10_p75_earnings,y10_grads_earn,y1_ipeds_count,y5_ipeds_count,y10_ipeds_count,status_y1_earnings,status_y1_grads_earn,status_y5_earnings,status_y5_grads_earn,status_y10_earnings,status_y10_grads_earn,status_y1_ipeds_count,status_y5_ipeds_count,status_y10_ipeds_count,grad_cohort_label
34,Alabama,S,1,5,2,11,2001,3,N,0,A,0,38181.0,54051.0,74301.0,57.0,57726.0,84494.0,111205.0,84.0,76958.0,114494.0,146626.0,90.0,111.0,111.0,111.0,1,1,1,1,1,1,1,1,1,2001-2003
34,Alabama,S,1,5,2,13,2001,3,N,0,A,0,29957.0,40893.0,51815.0,457.0,49013.0,59341.0,68312.0,494.0,51543.0,62064.0,74192.0,448.0,785.0,785.0,785.0,1,1,1,1,1,1,1,1,1,2001-2003
34,Alabama,S,1,5,2,51,2001,3,N,0,A,0,35340.0,54163.0,70194.0,312.0,52504.0,68928.0,90933.0,389.0,61085.0,80239.0,116327.0,344.0,522.0,522.0,522.0,1,1,1,1,1,1,1,1,1,2001-2003
34,Alabama,S,1,5,2,11,2004,3,N,0,A,0,43047.0,68521.0,85137.0,82.0,72156.0,94122.0,120228.0,82.0,87772.0,117867.0,156159.0,80.0,200.0,200.0,200.0,1,1,1,1,1,1,1,1,1,2004-2006
34,Alabama,S,1,5,2,13,2004,3,N,0,A,0,36047.0,46637.0,54726.0,523.0,48943.0,59521.0,69051.0,501.0,54823.0,63950.0,74705.0,463.0,679.0,679.0,679.0,1,1,1,1,1,1,1,1,1,2004-2006
34,Alabama,S,1,5,2,51,2004,3,N,0,A,0,39793.0,55073.0,73107.0,558.0,53259.0,68156.0,89587.0,625.0,58934.0,78170.0,108907.0,616.0,1047.0,1047.0,1047.0,1,1,1,1,1,1,1,1,1,2004-2006
34,Alabama,S,1,5,2,11,2007,3,N,0,A,0,53833.0,72814.0,82245.0,104.0,68578.0,85430.0,100583.0,124.0,84400.0,110004.0,148080.0,128.0,151.0,151.0,151.0,1,1,1,1,1,1,1,1,1,2007-2009
34,Alabama,S,1,5,2,13,2007,3,N,0,A,0,31038.0,44321.0,54027.0,570.0,45885.0,56245.0,63959.0,629.0,51815.0,64048.0,74360.0,590.0,742.0,742.0,742.0,1,1,1,1,1,1,1,1,1,2007-2009
34,Alabama,S,1,5,2,51,2007,3,N,0,A,0,42330.0,55454.0,67632.0,1127.0,49356.0,63638.0,82227.0,1283.0,57137.0,78248.0,107293.0,1195.0,1470.0,1470.0,1470.0,1,1,1,1,1,1,1,1,1,2007-2009
34,Alabama,S,1,5,2,11,2010,3,N,0,A,0,51505.0,65986.0,79675.0,143.0,72994.0,90984.0,114213.0,175.0,104023.0,126798.0,168949.0,169.0,225.0,225.0,225.0,1,1,1,1,1,1,1,1,1,2010-2012
34,Alabama,S,1,5,2,13,2010,3,N,0,A,0,26957.0,37944.0,48975.0,1070.0,44498.0,54606.0,62757.0,1387.0,54129.0,62734.0,73606.0,1297.0,1772.0,1772.0,1772.0,1,1,1,1,1,1,1,1,1,2010-2012
34,Alabama,S,1,5,2,51,2010,3,N,0,A,0,42343.0,52468.0,63951.0,2407.0,51029.0,65644.0,87736.0,2631.0,63285.0,87851.0,118751.0,2485.0,3153.0,3153.0,3153.0,1,1,1,1,1,1,1,1,1,2010-2012
34,Alabama,S,1,5,2,11,2013,3,N,0,A,0,54371.0,68857.0,78439.0,253.0,80624.0,94389.0,117918.0,282.0,,,,,288.0,288.0,,1,1,1,1,-1,-1,1,1,3,2013-2015
34,Alabama,S,1,5,2,13,2013,3,N,0,A,0,26773.0,37730.0,48132.0,1400.0,47963.0,55260.0,63258.0,1636.0,,,,,2035.0,2035.0,,1,1,1,1,-1,-1,1,1,3,2013-2015
34,Alabama,S,1,5,2,51,2013,3,N,0,A,0,42447.0,53348.0,64293.0,2856.0,54011.0,69662.0,89717.0,3044.0,,,,,3520.0,3520.0,,1,1,1,1,-1,-1,1,1,3,2013-2015
34,Alabama,S,1,5,2,11,2016,3,N,0,A,0,57732.0,72120.0,85137.0,455.0,88240.0,106400.0,138114.0,468.0,,,,,520.0,520.0,,1,1,1,1,-1,-1,1,1,3,2016-2018
34,Alabama,S,1,5,2,13,2016,3,N,0,A,0,27899.0,40926.0,49756.0,1419.0,47295.0,55958.0,67228.0,1673.0,,,,,2107.0,2107.0,,1,1,1,1,-1,-1,1,1,3,2016-2018
34,Alabama,S,1,5,2,51,2016,3,N,0,A,0,43213.0,55216.0,67630.0,3335.0,53843.0,72922.0,96153.0,3544.0,,,,,4290.0,4290.0,,1,1,1,1,-1,-1,1,1,3,2016-2018
34,Alabama,S,1,5,2,11,2019,3,N,0,A,0,60805.0,77790.0,90981.0,622.0,,,,,,,,,802.0,,,1,1,-1,-1,-1,-1,1,3,3,2019-2021
34,Alabama,S,1,5,2,13,2019,3,N,0,A,0,28081.0,41557.0,49639.0,1228.0,,,,,,,,,1701.0,,,1,1,-1,-1,-1,-1,1,3,3,2019-2021
34,Alabama,S,1,5,2,51,2019,3,N,0,A,0,48144.0,63959.0,79918.0,3833.0,,,,,,,,,4581.0,,,1,1,-1,-1,-1,-1,1,3,3,2019-2021
34,Arizona,S,4,5,2,1,2004,3,N,0,A,0,28007.0,41200.0,55508.0,,44398.0,59848.0,79787.0,,54474.0,79409.0,109322.0,,326.0,326.0,326.0,1,1,1,1,1,1,4,4,4,2004-2006
34,Arizona,S,4,5,2,11,2004,3,N,0,A,0,54946.0,73145.0,88103.0,,83137.0,100236.0,122104.0,,101018.0,129289.0,167349.0,,428.0,428.0,428.0,1,1,1,1,1,1,4,4,4,2004-2006
34,Arizona,S,4,5,2,13,2004,3,N,0,A,0,36414.0,48073.0,56129.0,,46104.0,55703.0,64399.0,,48663.0,58998.0,71118.0,,5466.0,5466.0,5466.0,1,1,1,1,1,1,1,1,1,2004-2006
34,Arizona,S,4,5,2,51,2004,3,N,0,A,0,56669.0,71050.0,85160.0,,63316.0,81805.0,99869.0,,64457.0,88109.0,112397.0,,1790.0,1790.0,1790.0,1,1,1,1,1,1,4,4,4,2004-2006
34,Arizona,S,4,5,2,1,2007,3,N,0,A,0,25549.0,41070.0,55630.0,227.0,41165.0,55830.0,81798.0,254.0,48943.0,85856.0,127773.0,292.0,472.0,472.0,472.0,1,1,1,1,1,1,1,1,1,2007-2009
34,Arizona,S,4,5,2,11,2007,3,N,0,A,0,51576.0,72389.0,86436.0,311.0,71633.0,96460.0,121521.0,319.0,98647.0,138896.0,194047.0,329.0,256.0,256.0,256.0,1,1,1,1,1,1,4,4,4,2007-2009
34,Arizona,S,4,5,2,13,2007,3,N,0,A,0,31891.0,43284.0,54671.0,2995.0,41069.0,50438.0,60565.0,3143.0,48701.0,61181.0,75725.0,2944.0,5947.0,5947.0,5947.0,1,1,1,1,1,1,1,1,1,2007-2009
34,Arizona,S,4,5,2,51,2007,3,N,0,A,0,53497.0,67874.0,82307.0,1516.0,58544.0,76741.0,95150.0,1557.0,62818.0,87624.0,116571.0,1536.0,2236.0,2236.0,2236.0,1,1,1,1,1,1,4,4,4,2007-2009
34,Arizona,S,4,5,2,1,2010,3,N,0,A,0,27913.0,37816.0,52636.0,389.0,39474.0,57047.0,80815.0,460.0,59654.0,84215.0,121768.0,459.0,645.0,645.0,645.0,1,1,1,1,1,1,1,1,1,2010-2012
34,Arizona,S,4,5,2,11,2010,3,N,0,A,0,48848.0,66737.0,86027.0,820.0,77395.0,102471.0,134161.0,873.0,100883.0,141142.0,202289.0,844.0,995.0,995.0,995.0,1,1,1,1,1,1,1,1,1,2010-2012
34,Arizona,S,4,5,2,13,2010,3,N,0,A,0,30981.0,41602.0,50454.0,4528.0,42631.0,52679.0,62668.0,4584.0,53626.0,63988.0,75327.0,4230.0,5867.0,5867.0,5867.0,1,1,1,1,1,1,4,4,4,2010-2012
34,Arizona,S,4,5,2,51,2010,3,N,0,A,0,44949.0,61848.0,75301.0,2528.0,55416.0,73910.0,95348.0,2593.0,64977.0,89964.0,118865.0,2529.0,3178.0,3178.0,3178.0,1,1,1,1,1,1,1,1,1,2010-2012
34,Arizona,S,4,5,2,1,2013,3,N,0,A,0,26911.0,37198.0,53767.0,348.0,42129.0,63146.0,93308.0,405.0,,,,,502.0,502.0,,1,1,1,1,-1,-1,4,4,3,2013-2015
34,Arizona,S,4,5,2,11,2013,3,N,0,A,0,57484.0,73414.0,91912.0,1180.0,86089.0,108812.0,141671.0,1261.0,,,,,1352.0,1352.0,,1,1,1,1,-1,-1,4,4,3,2013-2015
34,Arizona,S,4,5,2,13,2013,3,N,0,A,0,34589.0,44529.0,53585.0,3928.0,48789.0,57504.0,65790.0,3919.0,,,,,4097.0,4097.0,,1,1,1,1,-1,-1,4,4,3,2013-2015
34,Arizona,S,4,5,2,51,2013,3,N,0,A,0,39646.0,57971.0,75072.0,4003.0,56792.0,79133.0,100152.0,4223.0,,,,,2854.0,2854.0,,1,1,1,1,-1,-1,4,4,3,2013-2015
34,Arizona,S,4,5,2,1,2016,3,N,0,A,0,27087.0,38293.0,54111.0,369.0,47295.0,65511.0,91084.0,456.0,,,,,588.0,588.0,,1,1,1,1,-1,-1,4,4,3,2016-2018
34,Arizona,S,4,5,2,11,2016,3,N,0,A,0,53672.0,74044.0,96291.0,2066.0,80243.0,108135.0,140715.0,2139.0,,,,,2315.0,2315.0,,1,1,1,1,-1,-1,4,4,3,2016-2018
34,Arizona,S,4,5,2,13,2016,3,N,0,A,0,35844.0,46490.0,56492.0,3647.0,48818.0,58509.0,66718.0,3646.0,,,,,3763.0,3763.0,,1,1,1,1,-1,-1,1,1,3,2016-2018
34,Arizona,S,4,5,2,51,2016,3,N,0,A,0,38411.0,55671.0,71801.0,5414.0,54162.0,76122.0,97051.0,5748.0,,,,,4195.0,4195.0,,1,1,1,1,-1,-1,4,4,3,2016-2018
34,Arizona,S,4,5,2,1,2019,3,N,0,A,0,26610.0,38438.0,54365.0,320.0,,,,,,,,,566.0,,,1,1,-1,-1,-1,-1,1,3,3,2019-2021
34,Arizona,S,4,5,2,11,2019,3,N,0,A,0,51777.0,73104.0,91116.0,2865.0,,,,,,,,,3458.0,,,1,1,-1,-1,-1,-1,1,3,3,2019-2021
34,Arizona,S,4,5,2,13,2019,3,N,0,A,0,38645.0,51154.0,57941.0,3944.0,,,,,,,,,4155.0,,,1,1,-1,-1,-1,-1,1,3,3,2019-2021
34,Arizona,S,4,5,2,51,2019,3,N,0,A,0,39328.0,60737.0,78856.0,7171.0,,,,,,,,,6142.0,,,1,1,-1,-1,-1,-1,4,3,3,2019-2021
34,Colorado,S,8,5,2,1,2001,3,N,0,A,0,25430.0,36553.0,49974.0,506.0,37674.0,51957.0,69774.0,,45300.0,63451.0,89631.0,,982.0,982.0,982.0,1,1,1,1,1,1,4,4,4,2001-2003
34,Colorado,S,8,5,2,11,2001,3,N,0,A,0,45144.0,71503.0,92208.0,834.0,69281.0,92370.0,114209.0,,84947.0,114619.0,144419.0,,1247.0,1247.0,1247.0,1,1,1,1,1,1,4,4,4,2001-2003
34,Colorado,S,8,5,2,13,2001,3,N,0,A,0,28622.0,37984.0,49171.0,94.0,35145.0,51223.0,64718.0,,41544.0,55464.0,74144.0,,122.0,122.0,122.0,1,1,1,1,1,1,4,4,4,2001-2003
34,Colorado,S,8,5,2,51,2001,3,N,0,A,0,38279.0,55751.0,73236.0,1143.0,48503.0,67437.0,86933.0,,54557.0,74994.0,98259.0,,1614.0,1614.0,1614.0,1,1,1,1,1,1,4,4,4,2001-2003
34,Colorado,S,8,5,2,1,2004,3,N,0,A,0,25926.0,37685.0,50333.0,480.0,35601.0,49445.0,66599.0,454.0,45413.0,65986.0,92120.0,339.0,791.0,791.0,791.0,1,1,1,1,1,1,1,1,1,2004-2006
34,Colorado,S,8,5,2,11,2004,3,N,0,A,0,48271.0,70823.0,92067.0,746.0,72522.0,95260.0,117822.0,758.0,92467.0,124640.0,162186.0,556.0,1044.0,1044.0,1044.0,1,1,1,1,1,1,1,1,1,2004-2006
34,Colorado,S,8,5,2,13,2004,3,N,0,A,0,31416.0,43479.0,56059.0,183.0,43260.0,55539.0,69498.0,193.0,47529.0,65759.0,96367.0,125.0,239.0,239.0,239.0,1,1,1,1,1,1,1,1,1,2004-2006
34,Colorado,S,8,5,2,51,2004,3,N,0,A,0,43889.0,61292.0,77602.0,1763.0,54463.0,70899.0,89540.0,1741.0,55699.0,77509.0,104398.0,1042.0,2110.0,2110.0,2110.0,1,1,1,1,1,1,4,4,4,2004-2006
34,Colorado,S,8,5,2,1,2007,3,N,0,A,0,26233.0,36336.0,52098.0,407.0,37768.0,51424.0,71948.0,487.0,48639.0,69486.0,106889.0,481.0,745.0,745.0,745.0,1,1,1,1,1,1,1,1,1,2007-2009
34,Colorado,S,8,5,2,11,2007,3,N,0,A,0,53915.0,71899.0,89177.0,420.0,75253.0,98150.0,121318.0,496.0,98264.0,129123.0,175808.0,519.0,611.0,611.0,611.0,1,1,1,1,1,1,4,4,4,2007-2009
34,Colorado,S,8,5,2,13,2007,3,N,0,A,0,29074.0,38795.0,48076.0,202.0,37316.0,49503.0,60622.0,240.0,49645.0,61438.0,75698.0,217.0,296.0,296.0,296.0,1,1,1,1,1,1,1,1,1,2007-2009
34,Colorado,S,8,5,2,51,2007,3,N,0,A,0,43893.0,62954.0,77986.0,2154.0,50602.0,67378.0,86462.0,2217.0,58558.0,80511.0,105277.0,2270.0,2767.0,2767.0,2767.0,1,1,1,1,1,1,4,4,4,2007-2009
34,Colorado,S,8,5,2,1,2010,3,N,0,A,0,25525.0,34996.0,47255.0,403.0,38745.0,53964.0,69644.0,308.0,52422.0,74643.0,102744.0,520.0,766.0,766.0,766.0,1,1,1,1,1,1,1,1,1,2010-2012
34,Colorado,S,8,5,2,11,2010,3,N,0,A,0,51086.0,67604.0,85305.0,589.0,76847.0,101115.0,125457.0,355.0,99619.0,133294.0,185562.0,603.0,708.0,708.0,708.0,1,1,1,1,1,1,4,4,4,2010-2012
34,Colorado,S,8,5,2,13,2010,3,N,0,A,0,27802.0,37092.0,46041.0,281.0,38758.0,49796.0,61651.0,202.0,49269.0,60990.0,71257.0,274.0,368.0,368.0,368.0,1,1,1,1,1,1,1,1,1,2010-2012
34,Colorado,S,8,5,2,51,2010,3,N,0,A,0,40232.0,55665.0,68658.0,2280.0,50863.0,67917.0,87234.0,1695.0,58763.0,84775.0,110317.0,2395.0,3136.0,3136.0,3136.0,1,1,1,1,1,1,4,4,1,2010-2012
34,Colorado,S,8,5,2,1,2013,3,N,0,A,0,27446.0,39336.0,51052.0,345.0,43739.0,58568.0,78452.0,607.0,,,,,922.0,922.0,,1,1,1,1,-1,-1,1,1,3,2013-2015
34,Colorado,S,8,5,2,11,2013,3,N,0,A,0,57777.0,77600.0,99422.0,765.0,84404.0,108691.0,140906.0,1367.0,,,,,1532.0,1532.0,,1,1,1,1,-1,-1,1,1,3,2013-2015
34,Colorado,S,8,5,2,13,2013,3,N,0,A,0,27799.0,39539.0,48379.0,215.0,41823.0,53692.0,63829.0,410.0,,,,,486.0,486.0,,1,1,1,1,-1,-1,4,4,3,2013-2015
34,Colorado,S,8,5,2,51,2013,3,N,0,A,0,40482.0,57042.0,70671.0,2112.0,53075.0,72929.0,91174.0,3569.0,,,,,4238.0,4238.0,,1,1,1,1,-1,-1,4,1,3,2013-2015
34,Colorado,S,8,5,2,1,2016,3,N,0,A,0,26554.0,38365.0,53677.0,560.0,42822.0,57537.0,75736.0,620.0,,,,,917.0,917.0,,1,1,1,1,-1,-1,1,1,3,2016-2018
34,Colorado,S,8,5,2,11,2016,3,N,0,A,0,57764.0,77060.0,97051.0,2258.0,83065.0,110758.0,144814.0,2301.0,,,,,2731.0,2731.0,,1,1,1,1,-1,-1,1,1,3,2016-2018
34,Colorado,S,8,5,2,13,2016,3,N,0,A,0,30215.0,39442.0,49878.0,970.0,42162.0,51613.0,60095.0,908.0,,,,,1060.0,1060.0,,1,1,1,1,-1,-1,1,1,3,2016-2018
34,Colorado,S,8,5,2,51,2016,3,N,0,A,0,42888.0,59740.0,72747.0,4533.0,52888.0,74788.0,94476.0,4452.0,,,,,5351.0,5351.0,,1,1,1,1,-1,-1,1,1,3,2016-2018
34,Colorado,S,8,5,2,1,2019,3,N,0,A,0,30141.0,40055.0,54404.0,659.0,,,,,,,,,967.0,,,1,1,-1,-1,-1,-1,1,3,3,2019-2021
34,Colorado,S,8,5,2,11,2019,3,N,0,A,0,57888.0,79842.0,100295.0,3162.0,,,,,,,,,4132.0,,,1,1,-1,-1,-1,-1,1,3,3,2019-2021
34,Colorado,S,8,5,2,13,2019,3,N,0,A,0,32801.0,42447.0,49564.0,1497.0,,,,,,,,,1906.0,,,1,1,-1,-1,-1,-1,1,3,3,2019-2021
34,Colorado,S,8,5,2,51,2019,3,N,0,A,0,47977.0,67364.0,82135.0,4570.0,,,,,,,,,5768.0,,,1,1,-1,-1,-1,-1,4,3,3,2019-2021
34,Connecticut,S,9,5,2,11,2001,3,N,0,A,0,48059.0,66492.0,91670.0,295.0,70246.0,89060.0,115232.0,,78938.0,103464.0,135960.0,,413.0,413.0,413.0,1,1,1,1,1,1,4,4,4,2001-2003
34,Connecticut,S,9,5,2,13,2001,3,N,0,A,0,37176.0,50026.0,62755.0,884.0,55289.0,67127.0,78988.0,,62571.0,77807.0,94896.0,,777.0,777.0,777.0,1,1,1,1,1,1,4,4,4,2001-2003
34,Connecticut,S,9,5,2,51,2001,3,N,0,A,0,57111.0,82432.0,99562.0,519.0,70731.0,92398.0,117007.0,,71182.0,96448.0,123660.0,,711.0,711.0,711.0,1,1,1,1,1,1,4,4,4,2001-2003
34,Connecticut,S,9,5,2,11,2004,3,N,0,A,0,45680.0,63329.0,81738.0,323.0,64546.0,87772.0,109375.0,,81828.0,114895.0,155172.0,,440.0,440.0,440.0,1,1,1,1,1,1,4,4,4,2004-2006
34,Connecticut,S,9,5,2,13,2004,3,N,0,A,0,32883.0,46879.0,60429.0,1076.0,53005.0,65937.0,78980.0,1069.0,63033.0,76908.0,91987.0,1024.0,1063.0,1063.0,1063.0,1,1,1,1,1,1,4,4,4,2004-2006
34,Connecticut,S,9,5,2,51,2004,3,N,0,A,0,64732.0,84475.0,102912.0,665.0,74183.0,93120.0,116560.0,673.0,74897.0,100823.0,125403.0,657.0,786.0,786.0,786.0,1,1,1,1,1,1,4,4,4,2004-2006
34,Connecticut,S,9,5,2,11,2007,3,N,0,A,0,50486.0,68400.0,87113.0,189.0,68363.0,93879.0,116743.0,219.0,84761.0,119103.0,162461.0,216.0,262.0,262.0,262.0,1,1,1,1,1,1,4,4,4,2007-2009
34,Connecticut,S,9,5,2,13,2007,3,N,0,A,0,29914.0,41911.0,56327.0,,47991.0,61312.0,74610.0,,60827.0,74872.0,88621.0,,1155.0,1155.0,1155.0,1,1,1,1,1,1,4,4,4,2007-2009
34,Connecticut,S,9,5,2,51,2007,3,N,0,A,0,50177.0,79284.0,97669.0,854.0,58418.0,83351.0,101536.0,947.0,70901.0,97493.0,124613.0,896.0,1143.0,1143.0,1143.0,1,1,1,1,1,1,4,4,4,2007-2009
34,Connecticut,S,9,5,2,1,2010,3,N,0,A,0,26234.0,37268.0,51346.0,298.0,45123.0,62956.0,88024.0,363.0,64119.0,89131.0,128416.0,359.0,410.0,410.0,410.0,1,1,1,1,1,1,4,4,4,2010-2012
34,Connecticut,S,9,5,2,11,2010,3,N,0,A,0,45534.0,61245.0,80008.0,436.0,71781.0,96414.0,121317.0,461.0,81403.0,116691.0,157521.0,492.0,504.0,504.0,504.0,1,1,1,1,1,1,4,4,4,2010-2012
34,Connecticut,S,9,5,2,13,2010,3,N,0,A,0,25840.0,34715.0,47501.0,,52754.0,65638.0,76318.0,,61697.0,74245.0,88494.0,,1854.0,1854.0,1854.0,1,1,1,1,1,1,1,1,1,2010-2012
34,Connecticut,S,9,5,2,51,2010,3,N,0,A,0,41164.0,71693.0,87632.0,2985.0,68279.0,89349.0,110273.0,4061.0,75508.0,101976.0,133680.0,4344.0,4656.0,4656.0,4656.0,1,1,1,1,1,1,4,4,4,2010-2012
34,Connecticut,S,9,5,2,1,2013,3,N,0,A,0,28460.0,42175.0,56284.0,337.0,50647.0,72487.0,95590.0,408.0,,,,,556.0,556.0,,1,1,1,1,-1,-1,1,1,3,2013-2015
34,Connecticut,S,9,5,2,11,2013,3,N,0,A,0,47169.0,65871.0,88898.0,629.0,74696.0,96310.0,122744.0,630.0,,,,,732.0,732.0,,1,1,1,1,-1,-1,4,4,3,2013-2015
34,Connecticut,S,9,5,2,13,2013,3,N,0,A,0,26742.0,36382.0,50230.0,1294.0,53050.0,65186.0,75047.0,1495.0,,,,,1782.0,1782.0,,1,1,1,1,-1,-1,4,4,3,2013-2015
34,Connecticut,S,9,5,2,51,2013,3,N,0,A,0,42149.0,68571.0,86350.0,4282.0,66560.0,88398.0,110256.0,5670.0,,,,,6536.0,6536.0,,1,1,1,1,-1,-1,4,4,3,2013-2015
34,Connecticut,S,9,5,2,1,2016,3,N,0,A,0,27381.0,39527.0,55621.0,260.0,48268.0,66650.0,94089.0,334.0,,,,,443.0,443.0,,1,1,1,1,-1,-1,1,1,3,2016-2018
34,Connecticut,S,9,5,2,11,2016,3,N,0,A,0,47284.0,67490.0,87655.0,998.0,74048.0,97476.0,128457.0,1050.0,,,,,1099.0,1099.0,,1,1,1,1,-1,-1,4,4,3,2016-2018
34,Connecticut,S,9,5,2,13,2016,3,N,0,A,0,26939.0,36532.0,50454.0,1195.0,53030.0,62122.0,71597.0,1339.0,,,,,1779.0,1779.0,,1,1,1,1,-1,-1,1,1,3,2016-2018
34,Connecticut,S,9,5,2,51,2016,3,N,0,A,0,40270.0,70350.0,87428.0,5361.0,66546.0,87601.0,111249.0,7211.0,,,,,8334.0,8334.0,,1,1,1,1,-1,-1,4,4,3,2016-2018
34,Connecticut,S,9,5,2,1,2019,3,N,0,A,0,26933.0,41316.0,56802.0,273.0,,,,,,,,,459.0,,,1,1,-1,-1,-1,-1,1,3,3,2019-2021
34,Connecticut,S,9,5,2,11,2019,3,N,0,A,0,46093.0,70625.0,86219.0,1016.0,,,,,,,,,1094.0,,,1,1,-1,-1,-1,-1,4,3,3,2019-2021
34,Connecticut,S,9,5,2,13,2019,3,N,0,A,0,28731.0,40867.0,52763.0,1249.0,,,,,,,,,1579.0,,,1,1,-1,-1,-1,-1,4,3,3,2019-2021
34,Connecticut,S,9,5,2,51,2019,3,N,0,A,0,45791.0,76195.0,93358.0,5911.0,,,,,,,,,8198.0,,,1,1,-1,-1,-1,-1,4,3,3,2019-2021
34,District of Columbia,S,11,5,2,11,2013,3,N,0,A,0,43317.0,56406.0,76644.0,55.0,59353.0,96791.0,113931.0,57.0,,,,,69.0,69.0,,1,1,1,1,-1,-1,1,1,3,2013-2015
34,District of Columbia,S,11,5,2,51,2013,3,N,0,A,0,49855.0,81941.0,97592.0,67.0,58734.0,82803.0,116180.0,69.0,,,,,50.0,50.0,,1,1,1,1,-1,-1,4,4,3,2013-2015
34,District of Columbia,S,11,5,2,11,2016,3,N,0,A,0,47392.0,59848.0,89458.0,42.0,51223.0,76015.0,101595.0,,,,,,86.0,86.0,,1,1,1,1,-1,-1,1,1,3,2016-2018
34,District of Columbia,S,11,5,2,51,2016,3,N,0,A,0,34840.0,59848.0,105332.0,44.0,56877.0,74301.0,126300.0,,,,,,46.0,46.0,,1,1,1,1,-1,-1,4,4,3,2016-2018
34,District of Columbia,S,11,5,2,11,2019,3,N,0,A,0,49855.0,71441.0,101595.0,68.0,,,,,,,,,118.0,,,1,1,-1,-1,-1,-1,1,3,3,2019-2021
34,Georgia,S,13,5,2,1,2001,3,N,0,A,0,31317.0,41664.0,51613.0,284.0,45197.0,59487.0,75826.0,,47074.0,65986.0,95779.0,,529.0,529.0,529.0,1,1,1,1,1,1,4,4,4,2001-2003
34,Georgia,S,13,5,2,11,2001,3,N,0,A,0,38293.0,54964.0,75960.0,,59335.0,82147.0,109826.0,,70167.0,100915.0,138277.0,,2286.0,2286.0,2286.0,1,1,1,1,1,1,4,4,4,2001-2003
34,Georgia,S,13,5,2,13,2001,3,N,0,A,0,35387.0,45829.0,52792.0,,50320.0,58192.0,65973.0,,53944.0,63523.0,73060.0,,5556.0,5556.0,5556.0,1,1,1,1,1,1,4,4,4,2001-2003
34,Georgia,S,13,5,2,51,2001,3,N,0,A,0,50636.0,66713.0,80899.0,,55827.0,75232.0,95630.0,,57847.0,80712.0,106808.0,,2251.0,2251.0,2251.0,1,1,1,1,1,1,4,4,4,2001-2003
34,Georgia,S,13,5,2,1,2004,3,N,0,A,0,29214.0,41771.0,52715.0,378.0,47177.0,60419.0,75005.0,369.0,55646.0,80306.0,111223.0,,638.0,638.0,638.0,1,1,1,1,1,1,1,1,1,2004-2006
34,Georgia,S,13,5,2,11,2004,3,N,0,A,0,42859.0,60146.0,79099.0,,61284.0,84922.0,108948.0,,78290.0,111297.0,151683.0,,2499.0,2499.0,2499.0,1,1,1,1,1,1,4,4,4,2004-2006
34,Georgia,S,13,5,2,13,2004,3,N,0,A,0,35953.0,45476.0,51579.0,6954.0,49975.0,57161.0,63828.0,6781.0,53797.0,63539.0,72996.0,,6080.0,6080.0,6080.0,1,1,1,1,1,1,4,4,4,2004-2006
34,Georgia,S,13,5,2,51,2004,3,N,0,A,0,52558.0,66642.0,80061.0,4210.0,57100.0,74771.0,93813.0,4298.0,62264.0,84125.0,109345.0,,2540.0,2540.0,2540.0,1,1,1,1,1,1,4,4,4,2004-2006
34,Georgia,S,13,5,2,1,2007,3,N,0,A,0,27604.0,40098.0,54127.0,,41882.0,59511.0,82084.0,,53120.0,79140.0,108283.0,,764.0,764.0,764.0,1,1,1,1,1,1,1,1,1,2007-2009
34,Georgia,S,13,5,2,11,2007,3,N,0,A,0,40259.0,60021.0,80125.0,1716.0,60885.0,86106.0,110387.0,1918.0,79271.0,113874.0,156603.0,,1550.0,1550.0,1550.0,1,1,1,1,1,1,4,4,4,2007-2009
34,Georgia,S,13,5,2,13,2007,3,N,0,A,0,31599.0,43266.0,50203.0,7144.0,42742.0,51786.0,59221.0,,51790.0,61740.0,71412.0,,6842.0,6842.0,6842.0,1,1,1,1,1,1,4,4,4,2007-2009
34,Georgia,S,13,5,2,51,2007,3,N,0,A,0,49256.0,63641.0,75923.0,,53026.0,70373.0,88403.0,,59989.0,84091.0,111814.0,,3229.0,3229.0,3229.0,1,1,1,1,1,1,4,4,4,2007-2009
34,Georgia,S,13,5,2,1,2010,3,N,0,A,0,27622.0,39163.0,51309.0,,42419.0,57805.0,77607.0,,57434.0,84805.0,120290.0,,983.0,983.0,983.0,1,1,1,1,1,1,4,4,4,2010-2012
34,Georgia,S,13,5,2,11,2010,3,N,0,A,0,44767.0,63285.0,81698.0,2180.0,67226.0,93739.0,122767.0,2487.0,84270.0,122533.0,171385.0,2347.0,1814.0,1814.0,1814.0,1,1,1,1,1,1,4,4,4,2010-2012
34,Georgia,S,13,5,2,13,2010,3,N,0,A,0,26440.0,35967.0,45111.0,7108.0,42917.0,51629.0,59410.0,8484.0,51470.0,61295.0,71598.0,7934.0,6937.0,6937.0,6937.0,1,1,1,1,1,1,4,4,4,2010-2012
34,Georgia,S,13,5,2,51,2010,3,N,0,A,0,46241.0,60593.0,72957.0,5878.0,53447.0,72215.0,91440.0,6394.0,62211.0,86659.0,116400.0,6033.0,4504.0,4504.0,4504.0,1,1,1,1,1,1,4,4,4,2010-2012
